id,label,category,emotion_sensitivity,emotion_multiplier_band,emotion_tags
replace_doorknob,Replace Doorknob,maintenance_repair,,,"achievement, domestic, learning, mobility"
hang_shelf,Hang Shelf,maintenance_repair,,,"achievement, administrative, domestic, learning, routine"
assemble_furniture,Assemble Furniture,maintenance_repair,,,"achievement, domestic, learning"
move_furniture,Move Furniture,maintenance_repair,,,"achievement, administrative, domestic, health_support, routine"
organize_garage,Organize Garage,maintenance_repair,,,"achievement, administrative, domestic, routine"
clean_garage,Clean Garage,maintenance_repair,,,"achievement, administrative, domestic, routine"
wash_car,Wash Car,maintenance_repair,,,"achievement, administrative, domestic, health_support, hygiene, identity, mobility, routine"
wax_car,Wax Car,maintenance_repair,,,"achievement, administrative, domestic, identity, learning, mobility, routine"
check_smoke_detector,Check Smoke Detector,maintenance_repair,,,"administrative, domestic, escape, risky, routine"
replace_smoke_detector_battery,Replace Smoke Detector Battery,maintenance_repair,,,"administrative, domestic, escape, risky"
test_carbon_monoxide_detector,Test Carbon Monoxide Detector,maintenance_repair,,,"administrative, domestic, health_support, routine"
winterize_pipes,Winterize Pipes,maintenance_repair,,,"achievement, administrative, domestic"
service_hvac,Service HVAC,maintenance_repair,,,"achievement, administrative, comfort, domestic, escape, restorative"
